2025-05-10 18:52:14.900622,img3.jpg,4,3
2025-05-10 18:52:21.684848,img1.jpg,2,2
2025-05-10 18:52:26.182405,img2.jpg,2,2
2025-05-10 19:01:11.647318,img1.jpg,2,1
2025-05-10 19:01:17.895279,img2.jpg,1,1
2025-05-10 19:01:22.450540,img3.jpg,1,1
2025-05-10 19:18:02.714105,7,img3.jpg,4,4
2025-05-10 19:18:07.062174,7,img2.jpg,3,4
2025-05-10 19:18:13.061244,7,img1.jpg,4,2
